bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_i0036	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0036
H4971_802_0	2011	1	59.38754423	814.7505	0.001302741	0.87633672	0.87519508	713.0656	655.1	748.52	57.97	43.48	0	59.38754423	52.7434205	0.826214761	0.87633672	6.644123722	1.27422268		0	814.7505	713.9958	1	748.5188	0.746	0.254	1	0.5307		N/A		0.4693	0.075668446	0.169552076	0.233	n/a	n/a	n/a	38.18935946	0.643053353	"Grand Rapids-Wyoming, MI"
H4971_803_0	2011	1	59.38754423	814.7505	0.001302741	0.87633672	0.87519508	713.0656	655.1	748.52	57.97	43.48	0	59.38754423	52.7434205	0.826214761	0.87633672	6.644123722	1.27422268		0	814.7505	713.9958	1	748.5188	0.746	0.254	1	0.5307		N/A		0.4693	0.075668446	0.169552076	0.233	n/a	n/a	n/a	38.18935946	0.643053353	"Grand Rapids-Wyoming, MI"
H5005_001_0	2011	5	127293.6788	812.2717	0.000529025	0.969361379	0.968848563	786.9683	802.62	828.43	0	0	16.16	127293.6788	120093.9396	0.936560311	0.969361379	7199.739242	1.516493623		0	812.2717	787.3848	1	828.4267	0.746	0.254	1	0.5307		N/A		0.4693	0.07180912	0.142319398	0.233	n/a	n/a	n/a	115873.7024	0.910286382	"Seattle-Tacoma-Bellevue, WA"
H5005_010_0	2011	6	26296.09536	815.16	0.000475638	1.029098465	1.028608987	838.4809	824.59	801.66	13.89	10.42	0	26296.09536	24337.03454	0.985863677	1.029098465	1959.060823	1.566195893		0	815.16	838.8799	1	801.6554	0.746	0.254	1	0.5307		N/A		0.4693	0.084434717	0.132068164	0.233	n/a	n/a	n/a	26296.09536	1	"Portland-Vancouver-Beaverton, OR-WA"
H5005_011_0	2011	6	50628.37139	814.8776	0.000390178	0.986787067	0.986402044	803.7969	788.54	799.41	15.26	11.45	0	50628.37139	47620.8673	0.947210999	0.986787067	3007.504085	1.613435156		0	814.8776	804.1107	1	799.4103	0.746	0.254	1	0.5307		N/A		0.4693	0.071746964	0.142213955	0.233	n/a	n/a	n/a	49028.3238	0.968396226	"Seattle-Tacoma-Bellevue, WA"
H5005_018_0	2011	2	3466.556475	804.7321	0.000990742	0.897263408	0.896374451	721.3413	690.1	769.88	31.24	23.43	0	3466.556475	3442.512206	0.893578185	0.897263408	24.04426988	1.424891202		0	804.7321	722.0567	1	769.8791	0.746	0.254	1	0.5307		N/A		0.4693	0.074274301	0.140826364	0.233	n/a	n/a	n/a	2170.75102	0.626198083	"Seattle-Tacoma-Bellevue, WA"
H5005_019_0	2011	5	359826.8771	808.3484	0.001461753	0.770160358	0.769034574	621.6479	556.47	723.6	65.18	48.89	0	359826.8771	342717.1596	0.746472791	0.770160358	17109.71748	1.244635509		0	808.3484	622.5579	1	723.5956	0.746	0.254	1	0.5307		N/A		0.4693	0.073537638	0.141267054	0.233	n/a	n/a	n/a	257581.454	0.715848288	"Seattle-Tacoma-Bellevue, WA"
H5005_801_0	2011	1	35284.43719	813.777	0.000607219	0.933375843	0.932809079	759.0985	815.4	874.13	0	0	60.35	35284.43719	34916.71735	0.923916319	0.933375843	367.7198372	1.831601798		0	813.777	759.5598	1	874.1339	0.746	0.254	1	0.5307		N/A		0.4693	0.07380814	0.141199736	0.233	n/a	n/a	n/a	22933.56463	0.649962603	"Seattle-Tacoma-Bellevue, WA"
H5005_803_0	2011	1	6065.455859	813.9131	0.00132737	0.928501889	0.927269424	754.7168	808.25	871.65	0	0	57.74	6065.455859	6009.93173	0.920832458	0.928501889	55.52412907	1.758641073		0	813.9131	755.7199	1	871.6453	0.746	0.254	1	0.5307		N/A		0.4693	0.07457254	0.140321505	0.233	n/a	n/a	n/a	4269.761676	0.703947366	"Seattle-Tacoma-Bellevue, WA"
H5005_804_0	2011	1	60	810.1687	0.001302741	0.928501889	0.927292292	751.2632	805.88	869.07	0	0	58.9	60	59.45075064	0.920832458	0.928501889	0.549249359	1.758641073		0	810.1687	752.2431	1	869.0679	0.746	0.254	1	0.5307		N/A		0.4693	0.072725501	0.141858446	0.233	n/a	n/a	n/a	46.46649088	0.774441515	"Seattle-Tacoma-Bellevue, WA"
H5006_014_1	2011	2	53990.40585	844.9588	0.0103	0.869524776	0.86056867	727.1451	629.75	731.78	97.4	73.05	0	53990.40585	53990.40585	0.869524776	0.869524776	0	0		0	844.9588	734.7126	1	731.7836	0.746	0.254	1	0.5307		N/A		0.4693	0.07969324	0.197037633	0.233	n/a	n/a	n/a	36953.97901	0.684454551	Not in a Metro Area
H5006_014_2	2011	2	7354.536854	771.3081	0.0103	0.875057328	0.866044238	667.987	593.02	684.75	74.97	56.23	0	7354.536854	7354.536854	0.875057328	0.875057328	0	0		0	771.3081	674.9388	1	684.7456	0.746	0.254	1	0.5307		N/A		0.4693	0.082790993	0.193607784	0.233	n/a	n/a	n/a	5269.471575	0.716492647	Not in a Metro Area
H5006_014_3	2011	2	3719.311854	757.5798	0.0103	0.870085015	0.861123139	652.3695	588.76	683.71	63.61	47.71	0	3719.311854	3719.311854	0.870085015	0.870085015	0	0		0	757.5798	659.1588	1	683.7117	0.746	0.254	1	0.5307		N/A		0.4693	0.087139455	0.162545405	0.233	n/a	n/a	n/a	2461.617925	0.661847681	Not in a Metro Area
H5006_014_4	2011	2	9544.998881	756.1132	0.0103	0.866262901	0.857340393	648.2464	602.16	702.36	46.09	34.57	0	9544.998881	9544.998881	0.866262901	0.866262901	0	0		0	756.1132	654.9928	1	702.3581	0.746	0.254	1	0.5307		N/A		0.4693	0.089676075	0.150839352	0.233	n/a	n/a	n/a	8050.946353	0.843472739	Not in a Metro Area
H5006_014_5	2011	2	14227.57147	746.8139	0.0103	0.890082366	0.880914517	657.8792	635.1	720.96	22.78	17.09	0	14227.57147	14227.57147	0.890082366	0.890082366	0	0		0	746.8139	664.7259	1	720.9553	0.746	0.254	1	0.5307		N/A		0.4693	0.07968063	0.159180577	0.233	n/a	n/a	n/a	13538.07807	0.951538223	Not in a Metro Area
H5006_017_4	2011	4	38809.4223	825.1477	0.01370226	0.84399583	0.832431179	686.8787	595.99	715.96	90.89	68.17	0	38809.4223	38809.4223	0.84399583	0.84399583	0	0		0	825.1477	696.4212	1	715.9631	0.746	0.254	1	0.5307		N/A		0.4693	0.080077613	0.191125063	0.233	n/a	n/a	n/a	26053.85813	0.671328162	Not in a Metro Area
H5006_017_5	2011	4	10853.39285	771.4255	0.01370226	0.848691783	0.837062788	645.7316	585.02	698.9	60.71	45.53	0	10853.39285	10853.39285	0.848691783	0.848691783	0	0		0	771.4255	654.7025	1	698.8962	0.746	0.254	1	0.5307		N/A		0.4693	0.082271399	0.191200784	0.233	n/a	n/a	n/a	7711.316534	0.710498242	Not in a Metro Area
H5006_017_6	2011	4	7358.87962	757.1441	0.01370226	0.853558213	0.841862536	637.4113	586.66	696.86	50.75	38.06	0	7358.87962	7358.87962	0.853558213	0.853558213	0	0		0	757.1441	646.2666	1	696.8596	0.746	0.254	1	0.5307		N/A		0.4693	0.087156415	0.162587499	0.233	n/a	n/a	n/a	4912.150705	0.667513393	Not in a Metro Area
H5006_017_7	2011	4	4900.050588	774.4456	0.01370226	0.858858468	0.847090165	656.0253	619.74	731.61	36.29	27.22	0	4900.050588	4900.050588	0.858858468	0.858858468	0	0		0	774.4456	665.1392	1	731.6104	0.746	0.254	1	0.5307		N/A		0.4693	0.087040701	0.159430529	0.233	n/a	n/a	n/a	3094.34622	0.631492709	Not in a Metro Area
H5006_017_8	2011	4	8766.214881	750.8587	0.01370226	0.872427881	0.860473647	646.0941	635.19	738.19	10.9	8.18	0	8766.214881	8766.214881	0.872427881	0.872427881	0	0		0	750.8587	655.0701	1	738.1865	0.746	0.254	1	0.5307		N/A		0.4693	0.081179414	0.162254946	0.233	n/a	n/a	n/a	7661.724681	0.874006032	Not in a Metro Area
H5006_018_4	2011	3	38554.41378	824.9431	0.0147	0.760691426	0.749509262	618.3025	524.83	700.23	93.47	70.1	0	38554.41378	38554.41378	0.760691426	0.760691426	0	0		0	824.9431	627.5272	1	700.2315	0.746	0.254	1	0.5307		N/A		0.4693	0.080081672	0.19106548	0.233	n/a	n/a	n/a	25877.43842	0.671192631	Not in a Metro Area
H5006_018_5	2011	3	10839.17632	771.4261	0.0147	0.759813049	0.748643797	577.5233	498.67	666.1	78.85	59.14	0	10839.17632	10839.17632	0.759813049	0.759813049	0	0		0	771.4261	586.1396	1	666.0978	0.746	0.254	1	0.5307		N/A		0.4693	0.082268803	0.191188614	0.233	n/a	n/a	n/a	7700.890608	0.710468248	Not in a Metro Area
H5006_018_6	2011	3	7358.583367	757.1425	0.0147	0.761562966	0.75036799	568.1355	492.44	656.26	75.7	56.78	0	7358.583367	7358.583367	0.761562966	0.761562966	0	0		0	757.1425	576.6117	1	656.2647	0.746	0.254	1	0.5307		N/A		0.4693	0.087156479	0.162587654	0.233	n/a	n/a	n/a	4912.108383	0.667534516	Not in a Metro Area
H5006_018_7	2011	3	4847.740747	774.7118	0.0147	0.763007904	0.751791688	582.4219	521.25	693.34	61.17	45.88	0	4847.740747	4847.740747	0.763007904	0.763007904	0	0		0	774.7118	591.1112	1	693.3437	0.746	0.254	1	0.5307		N/A		0.4693	0.087002987	0.159555157	0.233	n/a	n/a	n/a	3046.395533	0.628415522	Not in a Metro Area
H5006_018_8	2011	3	8693.637883	750.9075	0.0147	0.770235311	0.758912852	569.8734	523.27	689.5	46.6	34.95	0	8693.637883	8693.637883	0.770235311	0.770235311	0	0		0	750.9075	578.3755	1	689.4995	0.746	0.254	1	0.5307		N/A		0.4693	0.081196756	0.162293363	0.233	n/a	n/a	n/a	7590.159633	0.873070599	Not in a Metro Area
H5008_001_0	2011	4	6725.766854	814.7107	0.000139306	2.036742027	2.036458297	1659.1244	1604.99	788.13	54.13	40.6	0	6725.766854	765.3859589	1.897348382	2.036742027	5960.380895	2.054641879		0	814.7107	1659.3556	1	788.1281	0.746	0.254	1	0.5307		N/A		0.4693	0.072083723	0.144669564	0.233	n/a	n/a	n/a	4742.52791	0.705128205	"Seattle-Tacoma-Bellevue, WA"
H5008_002_0	2011	4	17357.3279	814.041	0.000278261	1.301912082	1.301549811	1059.5149	1014.01	779.08	45.5	34.13	0	17357.3279	1109.057653	1.001402108	1.301912082	16248.27025	1.322423982		0	814.041	1059.8098	1	779.0789	0.746	0.254	1	0.5307		N/A		0.4693	0.071903473	0.144018601	0.233	n/a	n/a	n/a	15009.77787	0.864751646	"Seattle-Tacoma-Bellevue, WA"
H5009_001_0	2011	4	12652	803.4215	0	0.765911626	0.765911626	615.3499	623.96	814.66	0	0	11.24	12652	12625.62656	0.763335907	0.765911626	26.37344312	1.99897252		0	803.4215	615.3499	1	814.6632	0.746	0.254	1	0.5307		N/A		0.4693	0.072002426	0.142622318	0.233	n/a	n/a	n/a	9359	0.739724945	"Seattle-Tacoma-Bellevue, WA"
H5009_002_0	2011	7	90225	802.7398	0.000473764	0.84972935	0.849326779	681.7884	698.03	821.86	0	0	19.12	90225	87445.70234	0.820514207	0.84972935	2779.297658	1.768932328		0	802.7398	682.1116	1	821.8627	0.746	0.254	1	0.5307		N/A		0.4693	0.072014473	0.142642167	0.233	n/a	n/a	n/a	65757	0.728811305	"Seattle-Tacoma-Bellevue, WA"
H5009_004_0	2011	7	107439	804.1637	0.002490955	0.8776429	0.875456731	704.0105	714.38	816.01	0	0	11.85	107439	107403.8588	0.877540705	0.8776429	35.14123043	1.189984761		0	804.1637	705.7686	1	816.0083	0.746	0.254	1	0.5307		N/A		0.4693	0.071991874	0.142608379	0.233	n/a	n/a	n/a	80372	0.748070998	"Seattle-Tacoma-Bellevue, WA"
H5009_801_0	2011	3	173	802.9959	0.001471178	0.845664349	0.844420226	678.066	717.62	849.84	0	0	46.84	173	173	0.845664349	0.845664349	0	0		0	802.9959	679.065	1	849.8375	0.746	0.254	1	0.5307		N/A		0.4693	0.072067925	0.143487965	0.233	n/a	n/a	n/a	119	0.687861272	"Seattle-Tacoma-Bellevue, WA"
H5009_802_0	2011	3	3334	802.4783	0.001471178	0.842606142	0.841366518	675.1784	715.16	850	0	0	47.52	3334	3334	0.842606142	0.842606142	0	0		0	802.4783	676.1732	1	849.9982	0.746	0.254	1	0.5307		N/A		0.4693	0.072093101	0.143516629	0.233	n/a	n/a	n/a	2253.889002	0.676031494	"Seattle-Tacoma-Bellevue, WA"
H5010_001_0	2011	4	1116	791.9611	0	0.809926361	0.809926361	641.4302	652.05	805.07	0	0	13.11	1116	1116	0.809926361	0.809926361	0	0		0	791.9611	641.4302	1	805.0732	0.746	0.254	1	0.5307		N/A		0.4693	0.073034068	0.153131837	0.233	n/a	n/a	n/a	785	0.703405018	"Spokane, WA"
H5010_002_0	2011	7	8380	791.0905	0	0.829694017	0.829694017	656.363	673.66	811.94	0	0	20.85	8380	7931.071429	0.80224988	0.829694017	448.9285714	1.314540438		0	791.0905	656.363	1	811.9379	0.746	0.254	1	0.5307		N/A		0.4693	0.073030372	0.153006417	0.233	n/a	n/a	n/a	5809	0.693198091	"Spokane, WA"
H5010_004_0	2011	7	9472	790.5742	0.001006452	0.893166762	0.892267833	705.4039	716.82	803.37	0	0	12.8	9472	9464.542571	0.893204441	0.893166762	7.457428861	0.845346156		0	790.5742	706.1146	1	803.3686	0.746	0.254	1	0.5307		N/A		0.4693	0.07302762	0.152912935	0.233	n/a	n/a	n/a	6494	0.685599662	"Spokane, WA"
H5016_001_0	2011	8	4032	815.217	0	0.897256531	0.897256531	731.4588	691.12	770.26	40.34	30.26	0	4032	4032	0.897256531	0.897256531	0	0		0	815.217	731.4588	1	770.2591	0.746	0.254	1	0.5307		N/A		0.4693	0.084434717	0.132068164	0.233	n/a	n/a	n/a	4032	1	"Portland-Vancouver-Beaverton, OR-WA"
H5016_002_0	2011	6	456	815.217	0	0.897256531	0.897256531	731.4588	690.91	770.03	40.55	30.41	0	456	456	0.897256531	0.897256531	0	0		0	815.217	731.4588	1	770.025	0.746	0.254	1	0.5307		N/A		0.4693	0.084434717	0.132068164	0.233	n/a	n/a	n/a	456	1	"Portland-Vancouver-Beaverton, OR-WA"
H5041_001_0	2011	4	46921	800.3819	0.001862	0.889406	0.887749926	710.539	671.85	756.8	38.69	29.02	0	46921	45959	0.884767	0.889406	962	1.111031573		0	800.3819	711.8645	1	756.801	0.746	0.254	1	0.5307		N/A		0.4693	0.080811969	0.186901611	0.233	n/a	n/a	n/a	22090	0.47079133	n/a
H5041_002_0	2011	5	6931	795.4609	0.001862	0.820837	0.819308602	651.728	610.84	745.56	40.89	30.67	0	6931	6835	0.817066	0.820837	96	1.089324344		0	795.4609	652.9437	1	745.5555	0.746	0.254	1	0.5307		N/A		0.4693	0.078070993	0.173349497	0.233	n/a	n/a	n/a	2974	0.429086712	n/a
H5042_001_0	2011	6	40507.77275	777.0505	0.018350766	0.814048523	0.799110109	620.9489	564.68	706.64	56.27	42.2	0	40507.77275	40202.56125	0.814048523	0.814048523	305.2114925	0.814048523		0	777.0505	632.5568	1	706.636	0.746	0.254	1	0.5307		N/A		0.4693	0.087560634	0.189724321	0.233	n/a	n/a	n/a	13206.22521	0.326017066	n/a
H5042_002_0	2011	5	1594.2	779.4303	0	0.688683991	0.688683991	536.7811	507.33	736.67	29.45	22.09	0	1594.2	1581.547619	0.688683991	0.688683991	12.65238095	0.688683991		0	779.4303	536.7811	1	736.6659	0.746	0.254	1	0.5307		N/A		0.4693	0.08633865	0.188473095	0.233	n/a	n/a	n/a	515.52	0.323372224	n/a
H5042_004_0	2011	4	2194.2	774.8459	0.017242384	0.815010335	0.800957614	620.6187	571.21	713.16	49.41	37.06	0	2194.2	2184.813048	0.815010335	0.815010335	9.386951871	0.815010335		0	774.8459	631.5074	1	713.1588	0.746	0.254	1	0.5307		N/A		0.4693	0.087642564	0.189738478	0.233	n/a	n/a	n/a	731.5200001	0.333388023	n/a
H5042_005_0	2011	7	5699.299484	775.2358	0.013573625	0.754698235	0.744454244	577.1276	518.64	696.67	58.49	43.87	0	5699.299484	5568.716865	0.754698235	0.754698235	130.5826194	0.754698235		0	775.2358	585.0691	1	696.6714	0.746	0.254	1	0.5307		N/A		0.4693	0.088212341	0.189851536	0.233	n/a	n/a	n/a	2124.093608	0.372693805	n/a
H5042_006_0	2011	3	60.00003801	783.924	0.008795824	0.974407874	0.965837155	757.1429	715.12	740.41	42.02	31.52	0	60.00003801	58.6726493	0.974407874	0.974407874	1.327388709	0.974407874		0	783.924	763.8617	1	740.4147	0.746	0.254	1	0.5307		N/A		0.4693	0.085565134	0.19008072	0.233	n/a	n/a	n/a	24.000016	0.400000013	n/a
H5042_007_0	2011	5	2360.163328	785.0533	0.008795824	0.974407874	0.965837155	758.2336	693.82	718.36	64.41	48.31	0	2360.163328	2307.94984	0.974407874	0.974407874	52.21348845	0.974407874		0	785.0533	764.9621	1	718.3613	0.746	0.254	1	0.5307		N/A		0.4693	0.08802687	0.191034486	0.233	n/a	n/a	n/a	809.3010786	0.342900455	n/a
H5042_801_0	2011	2	3156.175803	808.6137	0.054456942	0.752185267	0.711223558	575.1051	525.61	739.02	49.5	37.13	0	3156.175803	3156.175741	0.752185267	0.752185267	6.2E-05	0.752185287		0	808.6137	608.2273	1	739.0222	0.746	0.254	1	0.5307		N/A		0.4693	0.092258776	0.198417052	0.233	n/a	n/a	n/a	2826.370993	0.89550493	"Albany-Schenectady-Troy, NY"
H5042_802_0	2011	3	18678.4716	808.6137	0.041130368	0.909268417	0.871869872	705.006	623.07	714.64	81.94	61.46	0	18678.4716	18644.57746	0.909268417	0.909268417	33.89413421	0.909268417		0	808.6137	735.2469	1	714.6365	0.746	0.254	1	0.5307		N/A		0.4693	0.092258776	0.198417053	0.233	n/a	n/a	n/a	16726.66384	0.895504954	"Albany-Schenectady-Troy, NY"
H5042_803_0	2011	2	273.5730083	808.6137	0.011842339	0.916257658	0.905407024	732.1246	646.87	714.45	85.25	63.94	0	273.5730083	270.7198741	0.916257658	0.916257658	2.853134203	0.916257658		0	808.6137	740.8985	1	714.4522	0.746	0.254	1	0.5307		N/A		0.4693	0.092258772	0.198417043	0.233	n/a	n/a	n/a	244.9859171	0.895504708	"Albany-Schenectady-Troy, NY"
H5050_001_0	2011	5	119263	805.2935	0.001344266	0.804711724	0.803629977	647.158	553.29	688.49	93.87	70.4	0	119263	118814.9919	0.804711724	0.804711724	448.0080949	0.804711724		0	805.2935	648.0291	1	688.4885	0.746	0.254	1	0.5307		N/A		0.4693	0.072108757	0.143057372	0.233	n/a	n/a	n/a	75825	0.635779747	"Seattle-Tacoma-Bellevue, WA"
H5050_004_0	2011	7	102222	808.6908	0.001553196	1.170977101	1.169158344	945.4876	927.4	793.22	18.09	13.57	0	102222	97950.71736	1.170977101	1.170977101	4271.282639	1.170977101		0	808.6908	946.9584	1	793.2202	0.746	0.254	1	0.5307		N/A		0.4693	0.0719955	0.142950916	0.233	n/a	n/a	n/a	76096	0.74441901	"Seattle-Tacoma-Bellevue, WA"
H5050_009_0	2011	7	130122	805.0804	0.001290154	1.006607222	1.005308544	809.3542	765.95	761.91	43.4	32.55	0	130122	117668.1781	1.006607222	1.006607222	12453.82186	1.006607222		0	805.0804	810.3997	1	761.9054	0.746	0.254	1	0.5307		N/A		0.4693	0.072111462	0.14325122	0.233	n/a	n/a	n/a	83073	0.638423941	"Seattle-Tacoma-Bellevue, WA"
H5050_012_0	2011	6	17365	814.839	0.004646297	1.358633934	1.352321318	1101.9241	900.31	665.75	201.61	151.21	0	17365	16950.20323	1.358633934	1.358633934	414.7967734	1.358633934		0	814.839	1107.0679	1	665.7515	0.746	0.254	1	0.5307		N/A		0.4693	0.071713147	0.142156863	0.233	n/a	n/a	n/a	17365	1	"Seattle-Tacoma-Bellevue, WA"
H5050_013_0	2011	6	91183	803.3903	0.005168378	0.75	0.746123716	599.4286	496.49	665.43	102.94	77.21	0	91183	91183	0.75	0.75	0	0		0	803.3903	602.5427	1	665.4258	0.746	0.254	1	0.5307		N/A		0.4693	0.072248374	0.143997619	0.233	n/a	n/a	n/a	47760	0.523781845	"Seattle-Tacoma-Bellevue, WA"
H5050_801_0	2011	4	224803	804.5705	0.006137211	0.904397265	0.898846788	723.1856	675.11	751.08	48.08	36.06	0	224803	222575.6223	0.904397265	0.904397265	2227.377686	0.904397265		0	804.5705	727.6513	1	751.0846	0.746	0.254	1	0.5307		N/A		0.4693	0.07222915	0.143528367	0.233	n/a	n/a	n/a	119125	0.529908409	"Seattle-Tacoma-Bellevue, WA"
H5050_802_0	2011	5	65140	805.9569	0.002254726	0.875224719	0.873251327	703.8029	667.14	763.97	36.66	27.5	0	65140	64510.28896	0.875224719	0.875224719	629.7110363	0.875224719		0	805.9569	705.3934	1	763.9725	0.746	0.254	1	0.5307		N/A		0.4693	0.072065654	0.143142178	0.233	n/a	n/a	n/a	44333	0.680580289	"Seattle-Tacoma-Bellevue, WA"
H5087_001_0	2011	8	65400	966.03	0.0004	1.098318648	1.097879321	1060.5844	887.44	808.32	173.14	129.86	0	65400	968	1.11232933	1.098318648	64432	1.098108157		0	966.03	1061.0088	1	808.322	0.746	0.254	1	0.5307		N/A		0.4693	0.06516254	0.155546936	0.233	n/a	n/a	n/a	65400	1	"Los Angeles-Long Beach-Santa Ana, CA"
H5087_002_0	2011	11	21300	901.65	0.0022	0.962298566	0.960181509	865.7477	739.96	770.65	125.79	94.34	0	21300	674	1.006430616	0.962298566	20626	0.960856454		0	901.65	867.6565	1	770.646	0.746	0.254	1	0.5307		N/A		0.4693	0.06516254	0.155546936	0.233	n/a	n/a	n/a	21300	1	"Los Angeles-Long Beach-Santa Ana, CA"
H5087_005_0	2011	16	24728	966.03	0.013	0.715189975	0.705892506	681.9133	482.22	683.14	199.69	149.77	0	24728	22772.13295	0.693154756	0.715189975	1955.867048	0.971745733		0	966.03	690.895	1	683.1352	0.746	0.254	1	0.5307		N/A		0.4693	0.06516254	0.155546936	0.233	n/a	n/a	n/a	24728	1	"Los Angeles-Long Beach-Santa Ana, CA"
H5106_013_0	2011	10	27521.15055	797.3684	0.001666544	0.786511124	0.785200369	626.094	619.15	788.52	6.94	5.21	0	27521.15055	25938.96653	0.786511124	0.786511124	1582.184019	0.786511124		0	797.3684	627.1391	1	788.5248	0.746	0.254	1	0.5307		N/A		0.4693	0.081814336	0.187453425	0.233	n/a	n/a	n/a	9943.570362	0.361306492	n/a
H5106_014_0	2011	10	33639.46658	801.5342	0.003575137	0.915651121	0.912377543	731.3018	721.73	791.04	9.57	7.18	0	33639.46658	32955.15902	0.915651121	0.915651121	684.3075665	0.915651121		0	801.5342	733.9257	1	791.0431	0.746	0.254	1	0.5307		N/A		0.4693	0.082141684	0.187886305	0.233	n/a	n/a	n/a	14916.05025	0.443409238	n/a
H5106_015_0	2011	9	27570.29822	753.7484	0.004576918	0.828758037	0.82496488	621.816	635.46	770.29	0	0	16.54	27570.29822	26445.30216	0.828758037	0.828758037	1124.996062	0.828758037		0	753.7484	624.6751	1	770.2873	0.746	0.254	1	0.5307		N/A		0.4693	0.082876052	0.190234162	0.233	n/a	n/a	n/a	14490.71158	0.525591398	Not in a Metro Area
H5106_016_0	2011	9	17742.18609	753.9792	0.004050603	0.961149857	0.957256621	721.7516	765.57	799.75	0	0	45.77	17742.18609	17432.70289	0.961149857	0.961149857	309.4831947	0.961149857		0	753.9792	724.687	1	799.7542	0.746	0.254	1	0.5307		N/A		0.4693	0.082876052	0.190234162	0.233	n/a	n/a	n/a	8429.816925	0.475128425	n/a
H5106_017_0	2011	10	4721.81976	792.4105	0.009321683	0.643798667	0.63779738	505.3974	488.97	766.65	16.43	12.32	0	4721.81976	4712.556749	0.643798667	0.643798667	9.263010809	0.643798667		0	792.4105	510.1529	1	766.6541	0.746	0.254	1	0.5307		N/A		0.4693	0.081910916	0.187377213	0.233	n/a	n/a	n/a	1977.652808	0.418832761	n/a
H5106_018_0	2011	10	3427.696935	753.0193	0	0.881540037	0.881540037	663.8167	665.47	754.89	0	0	1.87	3427.696935	3424.873462	0.881540037	0.881540037	2.823473587	0.881540037		0	753.0193	663.8167	1	754.8948	0.746	0.254	1	0.5307		N/A		0.4693	0.082876052	0.190234162	0.233	n/a	n/a	n/a	1573.275975	0.458989229	n/a
H5106_025_0	2011	10	395.4898229	799.1401	0.003335993	0.696977521	0.694652408	555.1246	490.49	706.09	64.63	48.47	0	395.4898229	384.0997246	0.696977521	0.696977521	11.3900983	0.696977521		0	799.1401	556.9827	1	706.0941	0.746	0.254	1	0.5307		N/A		0.4693	0.081987911	0.187669125	0.233	n/a	n/a	n/a	158.5174998	0.400813095	n/a
H5106_026_0	2011	10	345.4663574	753.7812	0.004113661	0.696977521	0.694110392	523.2073	457.08	658.51	66.13	49.6	0	345.4663574	336.6966561	0.696977521	0.696977521	8.769701255	0.696977521		0	753.7812	525.3685	1	658.512	0.746	0.254	1	0.5307		N/A		0.4693	0.082876052	0.190234162	0.233	n/a	n/a	n/a	173.6100523	0.502538231	Not in a Metro Area
H5106_806_0	2011	6	0.049627916	798.5401	0.000766273	0.951331017	0.950602037	759.0938	757.11	796.45	1.98	1.49	0	0.049627916	0.049200099	0.951331017	0.951331017	0.000427817	0.951331017		0	798.5401	759.6759	1	796.4532	0.746	0.254	1	0.5307		N/A		0.4693	0.079577792	0.183411262	0.233	n/a	n/a	n/a	0.018930838	0.381455431	n/a
H5106_807_0	2011	6	145.5561413	809.1544	0	0.827221473	0.827221473	669.3499	746.75	902.72	0	0	93.57	145.5561413	145.5561413	0.827221473	0.827221473	0	0		0	809.1544	669.3499	1	902.7208	0.746	0.254	1	0.5307		N/A		0.4693	0.082582344	0.181918722	0.233	n/a	n/a	n/a	124.9175839	0.858208955	"Weirton-Steubenville, WV-OH"
H5106_808_0	2011	6	90698.35968	806.1294	0.000774135	0.962892478	0.96214707	775.6151	780.54	811.25	0	0	5.12	90698.35968	89908.47328	0.962892478	0.962892478	789.8864021	0.962892478		0	806.1294	776.216	1	811.2481	0.746	0.254	1	0.5307		N/A		0.4693	0.0780312	0.180552069	0.233	n/a	n/a	n/a	49409.4731	0.544766998	"Huntington-Ashland, WV-KY-OH"
H5151_002_0	2011	4	44751	816.046	0.001519473	0.9955	0.993987365	811.1394	734.88	739.33	76.26	57.2	0	44751	42725	0.9955	0.9955	2026	0.9955		0	816.046	812.3738	1	739.3253	0.746	0.254	1	0.5307		N/A		0.4693	0.081968062	0.180366155	0.233	n/a	n/a	n/a	32592	0.728296574	"Wheeling, WV-OH"
H5151_004_0	2011	3	4971	816.065	0.001666408	0.9467	0.945122412	771.2814	653.01	690.93	118.27	88.7	0	4971	4929	0.9467	0.9467	42	0.9467		0	816.065	772.5688	1	690.9264	0.746	0.254	1	0.5307		N/A		0.4693	0.081968326	0.180368394	0.233	n/a	n/a	n/a	3621	0.728424864	"Wheeling, WV-OH"
