bid_id	contract_year	version	opt_sup_b0016	opt_sup_b0017	opt_sup_b0018	opt_sup_b0019	opt_sup_b0020	opt_sup_c0016	opt_sup_c0017	opt_sup_c0018	opt_sup_c0019	opt_sup_c0020	opt_sup_d0016	opt_sup_d0017	opt_sup_d0018	opt_sup_d0019	opt_sup_d0020	opt_sup_d0021	opt_sup_e0016	opt_sup_e0017	opt_sup_e0018	opt_sup_e0019	opt_sup_e0020	opt_sup_e0021	opt_sup_f0016	opt_sup_f0017	opt_sup_f0018	opt_sup_f0019	opt_sup_f0020	opt_sup_f0021	opt_sup_f0030	opt_sup_f0031	opt_sup_g0016	opt_sup_g0017	opt_sup_g0018	opt_sup_g0019	opt_sup_g0020	opt_sup_g0021	opt_sup_g0030	opt_sup_g0031	opt_sup_h0016	opt_sup_h0017	opt_sup_h0018	opt_sup_h0019	opt_sup_h0020	opt_sup_h0021	opt_sup_h0030	opt_sup_h0031	opt_sup_i0016	opt_sup_i0017	opt_sup_i0018	opt_sup_i0019	opt_sup_i0020	opt_sup_i0021	opt_sup_i0030	opt_sup_i0031	opt_sup_j0016	opt_sup_j0017	opt_sup_j0018	opt_sup_j0019	opt_sup_j0020	opt_sup_j0021	opt_sup_j0030
H3655_038_0	2018	6	1	2	3	4	5	Preventive Dental Package	Dental and Vision Package	Enhanced Dental and Vision Package			12.75	24.34881499	35.76079561	0	0	26.59384424	0	2.998814993	8.01079561	0	0	4.403844241	12.75	21.35	27.75	0	0	22.19	4574652.241	24.26678111	0.430769231	1.221384615	1.438615385	0	0	1.150153846	71145.26047	0.377398406	0.819230769	2.428615385	2.811384615	0	0	2.259846154	439826.4986	2.333111416	14	25	32	0	0	25.6	5085624	26.97729093	288	576	576	0	0	1440	188515
H3660_028_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	2525.67641	0	0	0	0	2525.67641	37373
H3660_029_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	11976.59459	0	0	0	0	11976.59459	37373
H3660_044_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	11878.82647	0	0	0	0	11878.82647	37373
H3660_047_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	1222.101489	0	0	0	0	1222.101489	37373
H3660_048_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	456.2512224	0	0	0	0	456.2512224	37373
H3660_049_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	309.5990438	0	0	0	0	309.5990438	37373
H3660_050_0	2018	5	1	2	3	4	5	Optional Supplemental Dental					19.74125717	0	0	0	0	19.74125717	0.62460125	0	0	0	0	0.62460125	19.11665592	0	0	0	0	19.11665592	699248.83	18.71	2.898878961	0	0	0	0	2.898878961	112119	3	2.984465124	0	0	0	0	2.984465124	122957.17	3.29	25	0	0	0	0	25	934325	25	12139.54145	0	0	0	0	12139.54145	37373
H3664_014_0	2018	1	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3664_017_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3664_020_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3664_021_0	2018	3	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3668_005_0	2018	4	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	86332.73571	0	0	0	0	86332.73571	128468
H3668_011_0	2018	4	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	28062.63446	0	0	0	0	28062.63446	128468
H3668_013_0	2018	3	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	1058.454211	0	0	0	0	1058.454211	128468
H3668_014_0	2018	4	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	3226.782037	0	0	0	0	3226.782037	128468
H3668_015_0	2018	4	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	3673.228133	0	0	0	0	3673.228133	128468
H3668_016_0	2018	4	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	2913.455647	0	0	0	0	2913.455647	128468
H3668_017_0	2018	4	1	2	3	4	5	Dental					24.67150329	0	0	0	0	24.67150329	12.52150329	0	0	0	0	12.52150329	12.15	0	0	0	0	12.15	1820330.22	14.16952253	2.36	0	0	0	0	2.36	236381.12	1.84	1.49	0	0	0	0	1.49	641116.66	4.990477473	16	0	0	0	0	16	2697828	21	5862.994885	0	0	0	0	5862.994885	128468
H3672_013_0	2018	6	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_014_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_018_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_019_0	2018	7	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_020_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_021_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_023_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3672_024_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3706_001_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3706_009_0	2018	5	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3706_018_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3708_001_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3749_001_0	2018	5	1	2	3	4	5	Dental Platinum Rider					41.75511629	0	0	0	0	41.75511629	17.58110159	0	0	0	0	17.58110159	24.17401469	0	0	0	0	24.17401469	416042.793	22.29835958	6.843506711	0	0	0	0	6.843506711	103110.2196	5.526327562	2.982478598	0	0	0	0	2.982478598	133820.9874	7.172311468	34	0	0	0	0	34	652974	34.99699861	14077.72098	0	0	0	0	14077.72098	18658
H3749_017_0	2018	5	1	2	3	4	5	Dental Platinum Rider					43.76456279	0	0	0	0	43.76456279	18.42718433	0	0	0	0	18.42718433	25.33737846	0	0	0	0	25.33737846	416042.793	22.29835958	6.923213839	0	0	0	0	6.923213839	103110.2196	5.526327562	1.739407705	0	0	0	0	1.739407705	133820.9874	7.172311468	34	0	0	0	0	34	652974	34.99699861	3663.463487	0	0	0	0	3663.463487	18658
H3749_018_0	2018	4	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	416042.793	22.29835958	7.848973921	0	0	0	0	7.848973921	103110.2196	5.526327562	3.435595223	0	0	0	0	3.435595223	133820.9874	7.172311468	39	0	0	0	0	39	652974	34.99699861	3993.83516	0	0	0	0	3993.83516	18658
H3749_020_0	2018	5	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	416042.793	22.29835958	7.848973921	0	0	0	0	7.848973921	103110.2196	5.526327562	3.435595223	0	0	0	0	3.435595223	133820.9874	7.172311468	39	0	0	0	0	39	652974	34.99699861	316.3110404	0	0	0	0	316.3110404	18658
H3755_001_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3755_002_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3755_004_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3755_005_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3765_001_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3794_001_0	2018	5	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3794_002_0	2018	5	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3805_001_0	2018	3	1	2	3	4	5	Dental Platinum Rider					41.75511629	0	0	0	0	41.75511629	17.58110159	0	0	0	0	17.58110159	24.17401469	0	0	0	0	24.17401469	3671159.578	22.24837328	6.843506711	0	0	0	0	6.843506711	851967.0756	5.163186486	2.982478598	0	0	0	0	2.982478598	920798.3466	5.580325479	34	0	0	0	0	34	5443925	32.99188524	6383.03188	0	0	0	0	6383.03188	165008
H3805_007_0	2018	3	1	2	3	4	5	Dental Platinum Rider					41.75511629	0	0	0	0	41.75511629	17.58110159	0	0	0	0	17.58110159	24.17401469	0	0	0	0	24.17401469	3671159.578	22.24837328	6.843506711	0	0	0	0	6.843506711	851967.0756	5.163186486	2.982478598	0	0	0	0	2.982478598	920798.3466	5.580325479	34	0	0	0	0	34	5443925	32.99188524	4820.939174	0	0	0	0	4820.939174	165008
H3805_012_0	2018	3	1	2	3	4	5	Dental Platinum Rider	Fitness Rider				47.87210784	16.4	0	0	0	37.01467595	20.15667699	0	0	0	0	13.20290863	27.71543086	16.4	0	0	0	23.81176732	3671159.578	22.24837328	7.848973921	2.746185601	0	0	0	6.088584152	851967.0756	5.163186486	3.435595223	-1.146185601	0	0	0	1.854945668	920798.3466	5.580325479	39	18	0	0	0	31.75529714	5443925	32.99188524	42357.90559	22309.25561	0	0	0	64667.1612	165008
H3805_013_0	2018	3	1	2	3	4	5	Dental Platinum Rider	Fitness Rider				47.87210784	16.4	0	0	0	39.60001484	20.15667699	0	0	0	0	14.85871895	27.71543086	16.4	0	0	0	24.74129589	3671159.578	22.24837328	7.848973921	2.746185601	0	0	0	6.507762847	851967.0756	5.163186486	3.435595223	-1.146185601	0	0	0	2.231325166	920798.3466	5.580325479	39	18	0	0	0	33.4803839	5443925	32.99188524	20493.73217	7307.153019	0	0	0	27800.88519	165008
H3805_014_0	2018	3	1	2	3	4	5	Dental Platinum Rider					41.75511629	0	0	0	0	41.75511629	17.58110159	0	0	0	0	17.58110159	24.17401469	0	0	0	0	24.17401469	3671159.578	22.24837328	6.843506711	0	0	0	0	6.843506711	851967.0756	5.163186486	2.982478598	0	0	0	0	2.982478598	920798.3466	5.580325479	34	0	0	0	0	34	5443925	32.99188524	16365.89451	0	0	0	0	16365.89451	165008
H3805_015_0	2018	3	1	2	3	4	5	Dental Platinum Rider					41.75511629	0	0	0	0	41.75511629	17.58110159	0	0	0	0	17.58110159	24.17401469	0	0	0	0	24.17401469	3671159.578	22.24837328	6.843506711	0	0	0	0	6.843506711	851967.0756	5.163186486	2.982478598	0	0	0	0	2.982478598	920798.3466	5.580325479	34	0	0	0	0	34	5443925	32.99188524	56119.02063	0	0	0	0	56119.02063	165008
H3805_016_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	3671159.578	22.24837328	7.848973921	0	0	0	0	7.848973921	851967.0756	5.163186486	3.435595223	0	0	0	0	3.435595223	920798.3466	5.580325479	39	0	0	0	0	39	5443925	32.99188524	6323.242365	0	0	0	0	6323.242365	165008
H3805_017_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	3671159.578	22.24837328	7.848973921	0	0	0	0	7.848973921	851967.0756	5.163186486	3.435595223	0	0	0	0	3.435595223	920798.3466	5.580325479	39	0	0	0	0	39	5443925	32.99188524	22043.44991	0	0	0	0	22043.44991	165008
H3805_018_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	3671159.578	22.24837328	7.848973921	0	0	0	0	7.848973921	851967.0756	5.163186486	3.435595223	0	0	0	0	3.435595223	920798.3466	5.580325479	39	0	0	0	0	39	5443925	32.99188524	9916.289042	0	0	0	0	9916.289042	165008
H3805_019_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	3671159.578	22.24837328	7.848973921	0	0	0	0	7.848973921	851967.0756	5.163186486	3.435595223	0	0	0	0	3.435595223	920798.3466	5.580325479	39	0	0	0	0	39	5443925	32.99188524	6395.201756	0	0	0	0	6395.201756	165008
H3805_020_0	2018	3	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	3671159.578	22.24837328	7.848973921	0	0	0	0	7.848973921	851967.0756	5.163186486	3.435595223	0	0	0	0	3.435595223	920798.3466	5.580325479	39	0	0	0	0	39	5443925	32.99188524	9646.88499	0	0	0	0	9646.88499	165008
H3805_021_0	2018	4	1	2	3	4	5	Dental Platinum Rider					47.87210784	0	0	0	0	47.87210784	20.15667699	0	0	0	0	20.15667699	27.71543086	0	0	0	0	27.71543086	3671159.578	22.24837328	7.848973921	0	0	0	0	7.848973921	851967.0756	5.163186486	3.435595223	0	0	0	0	3.435595223	920798.3466	5.580325479	39	0	0	0	0	39	5443925	32.99188524	421.7959254	0	0	0	0	421.7959254	165008
H3810_001_0	2018	4	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3810_003_0	2018	12	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3810_020_0	2018	13	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3811_001_0	2018	1	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3811_002_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3811_003_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3811_009_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3813_001_0	2018	6	1	2	3	4	5	Moda Health Extra Care					18.69799172					18.69799172	9.34899586					9.34899586	9.34899586	0	0	0	0	9.34899586	190282.8	7.352219775	1.5					1.5	38821.5	1.5	1.15					1.15	29705.7	1.147780225	12	0	0	0	0	12	258810	10	3500					3500	25881
H3813_006_0	2018	9	1	2	3	4	5	Moda Health Extra Care					18.69799172					18.69799172	9.34899586					9.34899586	9.34899586	0	0	0	0	9.34899586	190282.8	7.352219775	1.5					1.5	38821.5	1.5	1.15					1.15	29705.7	1.147780225	12	0	0	0	0	12	258810	10	23000					23000	25881
H3814_007_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3814_029_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3815_001_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3815_006_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3815_007_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3815_008_0	2018	5	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3815_009_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3815_010_0	2018	4	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3815_011_0	2018	4	1	2	3	4	5	Plus Option					10.3238					10.3238	0					0	10.3238	0	0	0	0	10.3238		0	2.1					2.1		0	1.5762					1.5762	0	0	14	0	0	0	0	14		0	14107					14107	
H3815_013_0	2018	3	1	2	3	4	5											0						0	0	0	0	0	0	0		0						0		0						0	0	0	0	0	0	0	0	0		0						0	
H3817_007_1	2018	8	1	2	3	4	5	DH Option					47.70749958					47.70749958	23.81374979					23.81374979	23.89374979	0	0	0	0	23.89374979	1165409.18	24.17259563	2.94					2.94	145893.6204	3.026085214	1.16625021					1.16625021	38605.19925	0.80073839	28	0	0	0	0	28	1349908	27.99941923	925					925	48212
H3817_007_2	2018	8	1	2	3	4	5	DH Option					49.93686814					49.93686814	24.92843407					24.92843407	25.00843407	0	0	0	0	25.00843407	1165409.18	24.17259563	2.94					2.94	145893.6204	3.026085214	0.051565929					0.051565929	38605.19925	0.80073839	28	0	0	0	0	28	1349908	27.99941923	1695					1695	48212
H3817_008_1	2018	9	1	2	3	4	5	DH Option					49.8504075					49.8504075	24.88520375					24.88520375	24.96520375	0	0	0	0	24.96520375	1165409.18	24.17259563	2.94					2.94	145893.6204	3.026085214	0.094796252					0.094796252	38605.19925	0.80073839	28	0	0	0	0	28	1349908	27.99941923	27258					27258	48212
H3817_008_2	2018	9	1	2	3	4	5	DH Option					46.28129523					46.28129523	23.10064762					23.10064762	23.18064762	0	0	0	0	23.18064762	1165409.18	24.17259563	2.94					2.94	145893.6204	3.026085214	1.879352384					1.879352384	38605.19925	0.80073839	28	0	0	0	0	28	1349908	27.99941923	22487					22487	48212
H3817_009_1	2018	8	1	2	3	4	5											0						0	0	0	0	0	0	0	1165409.18	24.17259563						0	145893.6204	3.026085214						0	38605.19925	0.80073839	0	0	0	0	0	0	1349908	27.99941923						0	48212
H3817_009_2	2018	8	1	2	3	4	5											0						0	0	0	0	0	0	0	1165409.18	24.17259563						0	145893.6204	3.026085214						0	38605.19925	0.80073839	0	0	0	0	0	0	1349908	27.99941923						0	48212
H3818_002_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3818_003_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3822_001_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3822_002_0	2018	7	1	2	3	4	5	Optional Supplemental					39.80104223	0	0	0	0	39.80104223	13.28307902	0	0	0	0	13.28307902	26.51796321	0	0	0	0	26.51796321	105914.912	23.21168355	5.278694835	0	0	0	0	5.278694835	24534.65063	5.376868426	0.939793548	0	0	0	0	0.939793548	16935.33735	3.711448028	32.7	0	0	0	0	32.7	147384.9	32.3	4897.073918	0	0	0	0	4897.073918	4563
H3822_003_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3822_006_0	2018	8	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3822_007_0	2018	7	1	2	3	4	5	Optional Supplemental					48.83500288	0	0	0	0	48.83500288	16.58559916	0	0	0	0	16.58559916	32.24940372	0	0	0	0	32.24940372	18383.33244	9.825404831	5.772261593	0	0	0	0	5.772261593	10202.99339	5.453230031	1.132319546	0	0	0	0	1.132319546	39143.87417	20.92136514	39.2	0	0	0	0	39.2	67730.2	36.2	2619.363525	0	0	0	0	2619.363525	1871
H3822_008_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3822_009_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3822_010_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	
H3832_007_0	2018	11	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3832_008_0	2018	9	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3832_009_0	2018	7	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3832_010_0	2018	6	1	2	3	4	5						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
