bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_i0036	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0024	bnchmk_l0025	bnchmk_l0026	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0036
H5928_007_0	2012	5	2124	885.68	0	0.913243145	0.913243145	808.8412	720.98	789.47	87.86	58.57	0	2124	199.815	0.913243145	0.913243145	1924.185	0.913243145		0	885.68	808.8412	1	789.4721	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	2124	1	"Riverside-San Bernardino-Ontario, CA"
H5928_008_0	2012	6	4200	885.68	0.004253318	1.061480381	1.056965567	936.1333	711.41	673.07	224.72	149.81	0	4200	3956.77	1.061480381	1.061480381	243.23	1.061480381		0	885.68	940.1319	1	673.0683	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	4200	1	"Riverside-San Bernardino-Ontario, CA"
H5928_009_0	2012	5	15600	832.32	0.003485584	1.031136454	1.027542341	855.244	764.11	743.63	91.13	60.75	0	15600	1626.22	1.031136454	1.031136454	13973.78	1.031136454		0	832.32	858.2355	1	743.6287	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.068521452	0.145858933	0.224	n/a	n/a	n/a	15600	1	"San Diego-Carlsbad-San Marcos, CA"
H5928_010_0	2012	6	42000	832.32	0.008712524	0.936486521	0.92832736	772.6654	578.07	622.7	194.6	129.73	0	42000	39551.04	0.936486521	0.936486521	2448.96	0.936486521		0	832.32	779.4565	1	622.7006	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.068521452	0.145858933	0.224	n/a	n/a	n/a	42000	1	"San Diego-Carlsbad-San Marcos, CA"
H5928_012_0	2012	5	2100	892.61	0.013260869	0.822762727	0.811852179	724.6674	555.51	684.25	169.16	112.77	0	2100	1841.99	0.807873965	0.822762727	258.01	0.929056871		0	892.61	734.4062	1	684.2502	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.067342774	0.138410396	0.224	n/a	n/a	n/a	2100	1	"Riverside-San Bernardino-Ontario, CA"
H5928_016_0	2012	7	7200	870.75	0.011045288	0.791091247	0.782353417	681.2342	511.24	653.46	169.99	113.33	0	7200	7200	0.791091247	0.791091247	0	0		0	870.75	688.8427	1	653.4643	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.051799973	0.110185626	0.224	n/a	n/a	n/a	7200	1	"San Jose-Sunnyvale-Santa Clara, CA"
H5928_018_0	2012	8	2700	950.65	0.011045288	0.891395152	0.881549435	838.045	605.4	686.75	232.64	155.09	0	2700	2700	0.891395152	0.891395152	0	0		0	950.65	847.4048	1	686.7454	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.059843193	0.158469945	0.224	n/a	n/a	n/a	2700	1	"Los Angeles-Long Beach-Santa Ana, CA"
H5928_020_0	2012	7	1800	832.97	0.011045288	0.793317957	0.784555531	653.5112	497.46	634.07	156.05	104.03	0	1800	1800	0.793317957	0.793317957	0	0		0	832.97	660.8101	1	634.066	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.068062827	0.148163182	0.224	n/a	n/a	n/a	1800	1	"Stockton, CA"
H5928_022_0	2012	7	4800	902.9	0.011045288	0.771962438	0.763435891	689.3063	520.61	681.93	168.7	112.47	0	4800	4800	0.771962438	0.771962438	0	0		0	902.9	697.0049	1	681.9302	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.063034592	0.128835248	0.224	n/a	n/a	n/a	4800	1	"Modesto, CA"
H5932_001_0	2012	5	335687	821.8329	0.003216024	1.2049974	1.201122099	987.1217	949.28	790.33	37.84	27.12	0	335687	0	1.2049974	1.2049974	335687	1.2049974		0	821.8329	990.3066	1	790.3276	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.083837305	0.179378058	0.224	n/a	n/a	n/a	163065.4518	0.485766359	n/a
H5938_001_0	2012	10	57166	853.6591	0.001653028	0.891099018	0.889626006	759.4373	640.13	719.55	119.31	87.49	0	57166	55233.11999	0.891099018	0.891099018	1932.880006	0.891099018		0	853.6591	760.6948	1	719.5496	0.74	0.26	1	5		0.733333333	0.52532		N/A		0.47468	0.085611318	0.167918089	0.224	n/a	n/a	n/a	55896	0.977783997	"Tallahassee, FL"
H5938_006_0	2012	9	15397	855.4466	0.00156354	0.920448753	0.919009595	786.1636	690.69	751.56	95.47	70.01	0	15397	15246.61608	0.920448753	0.920448753	150.3839219	0.920448753		0	855.4466	787.3947	1	751.5591	0.74	0.26	1	5		0.733333333	0.52532		N/A		0.47468	0.085611318	0.167918089	0.224	n/a	n/a	n/a	15217	0.988309411	"Tallahassee, FL"
H5938_802_0	2012	5	65020	854.3288	0.00026993	0.896706644	0.896464596	765.8755	679.09	757.52	86.79	63.65	0	65020	64512.56363	0.896706644	0.896706644	507.4363677	0.896706644		0	854.3288	766.0823	1	757.5202	0.74	0.26	1	5		0.733333333	0.52532		N/A		0.47468	0.085611318	0.167918089	0.224	n/a	n/a	n/a	63820	0.98154414	"Tallahassee, FL"
H5938_803_0	2012	5	6804	854.8359	0.000679405	0.918346264	0.917722335	784.502	691.89	753.92	92.61	67.91	0	6804	6804	0.918346264	0.918346264	0	0		0	854.8359	785.0353	1	753.9208	0.74	0.26	1	5		0.733333333	0.52532		N/A		0.47468	0.085611318	0.167918089	0.224	n/a	n/a	n/a	6624	0.973544974	"Tallahassee, FL"
H5938_804_0	2012	5	14472	853.9147	0.002519098	0.877310472	0.875100442	747.2611	672.18	768.12	75.08	55.06	0	14472	14338.57279	0.877310472	0.877310472	133.4272064	0.877310472		0	853.9147	749.1483	1	768.1175	0.74	0.26	1	5		0.733333333	0.52532		N/A		0.47468	0.085611318	0.167918089	0.224	n/a	n/a	n/a	14168	0.978993919	"Tallahassee, FL"
H5950_001_0	2012	4	24	802.53	0.004513	0.96	0.95566752	766.9519	745.1	779.66	21.85	16.02	0	24	23.22	0.949632	0.96	0.78	1.268647385		0	802.53	770.4288	1	779.6645	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.08368829	0.184858508	0.224	n/a	n/a	n/a	24	1	"Nashville-Davidson-Murfreesboro-Franklin, TN"
H5950_801_0	2012	1	73.41291998	804.525	0.003844	0.96	0.95630976	769.3751	755.49	790.01	13.89	10.19	0	73.41291998	73.19268122	0.96	0.96	0.22023876	0.96		0	804.525	772.344	1	790.0055	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.080779349	0.196197061	0.224	n/a	n/a	n/a	36.70645999	0.5	n/a
H5950_802_0	2012	1	12.41470311	802.53	0.003844	0.96	0.95630976	767.4673	769.6	804.76	0	0	2.23	12.41470311	12.377459	0.96	0.96	0.037244109	0.96		0	802.53	770.4288	1	804.7602	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.08368829	0.184858508	0.224	n/a	n/a	n/a	12.41470311	1	"Nashville-Davidson-Murfreesboro-Franklin, TN"
H5969_001_0	2012	7	25455.96085	789.7172	0.0163	0.86447997	0.850388946	671.5668	508.37	597.81	163.2	116.96	0	25455.96085	24389.62535	0.852176465	0.86447997	1066.335506	1.145890347		0	789.7172	682.6947	1	597.8088	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.068024618	0.14440265	0.224	n/a	n/a	n/a	14248.26072	0.559721976	"Honolulu, HI"
H5969_002_0	2012	6	10243.4193	815.3339	0.0022	1.215363073	1.212689274	988.7467	852.19	702.73	136.56	97.87	0	10243.4193	417.236901	1.331904827	1.215363073	9826.182402	1.210414506		0	815.3339	990.9267	1	702.7274	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.069746129	0.146100866	0.224	n/a	n/a	n/a	8565.598483	0.836205004	"Honolulu, HI"
H5969_801_0	2012	4	1617.226497	803.1601	0	0.86	0.86	690.7177	627.41	729.55	63.31	45.37	0	1617.226497	1617.226497	0.86	0.86	0	0		0	803.1601	690.7177	1	729.5465	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.068908331	0.14526857	0.224	n/a	n/a	n/a	1137.330958	0.703260155	"Honolulu, HI"
H5970_001_0	2012	10	16680	739.3877	0.001346	0.910364	0.90913865	672.206	584.01	642.38	88.2	58.8	0	16680	16363.53188	0.906196	0.910364	316.46812	1.125877654		0	739.3877	673.112	1	642.3773	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.089267923	0.184284708	0.224	n/a	n/a	n/a	11658.15377	0.698930082	Not in a Metro Area
H5970_002_0	2012	10	15177.35773	802.8963	0.001346	0.881874	0.880686998	707.1003	616.78	700.34	90.32	60.21	0	15177.35773	14905.63364	0.873445	0.881874	271.724085	1.344253277		0	802.8963	708.0534	1	700.3396	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.086377013	0.176965679	0.224	n/a	n/a	n/a	9619.974989	0.63383727	"Syracuse, NY"
H5970_004_0	2012	7	2640	751.928	0.001346	0.911117	0.909890637	684.1722	636.12	699.12	48.05	32.03	0	2640	2610.270668	0.895391	0.911117	29.729332	2.291878482		0	751.928	685.0944	1	699.117	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.088526453	0.182244013	0.224	n/a	n/a	n/a	1993.10693	0.754964746	Not in a Metro Area
H5970_005_0	2012	12	1200	733.58	0.001346	0.898736	0.897526301	658.4073	578.09	644.09	80.32	53.55	0	1200	1176.924523	0.878826	0.898736	23.075477	1.914210881		0	733.58	659.2948	1	644.0925	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.089267923	0.184284708	0.224	n/a	n/a	n/a	1200	1	Not in a Metro Area
H5970_006_0	2012	10	1200	733.58	0.001346	0.898736	0.897526301	658.4073	633.01	705.28	25.4	16.93	0	1200	1176.924523	0.878826	0.898736	23.075477	1.914210881		0	733.58	659.2948	1	705.283	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.089267923	0.184284708	0.224	n/a	n/a	n/a	1200	1	Not in a Metro Area
H5970_801_0	2012	3	2329.278	802.4516	0.001346	0.94997	0.94869134	761.2789	648.4	683.47	112.88	75.25	0	2329.278	2329.278	0.94997	0.94997	0	0		0	802.4516	762.305	1	683.4678	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081377842	0.176888161	0.224	n/a	n/a	n/a	976.794	0.419354839	n/a
H5970_802_0	2012	3	600.346824	775.6311	0.001346	0.903475	0.902258923	699.8201	725.94	804.58	0	0	28.95	600.346824	600.346824	0.903475	0.903475	0	0		0	775.6311	700.7633	1	804.5806	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.087579278	0.181570798	0.224	n/a	n/a	n/a	249.25516	0.415185273	n/a
H5970_803_0	2012	3	600.00004	802.4516	0.001346	0.903457	0.902240947	724.0047	651.08	721.63	72.92	48.61	0	600.00004	600.00004	0.903457	0.903457	0	0		0	802.4516	724.9805	1	721.6254	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081377842	0.176888161	0.224	n/a	n/a	n/a	251.61292	0.419354839	n/a
H5970_805_0	2012	3	600.00004	380.9094	0.001346	0.903457	0.902240947	343.672	355.56	394.09	0	0	13.18	600.00004	600.00004	0.903457	0.903457	0	0		0	380.9094	344.1352	1	394.0854	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0		N/A		1	0.081377842	0.176888161	0.224	n/a	n/a	n/a	251.61292	0.419354839	n/a
H5970_806_0	2012	3	600.3316	374.9793	0.001346	0.903463	0.902246939	338.324	367.21	407	0	0	32.02	600.3316	600.3316	0.903463	0.903463	0	0		0	374.9793	338.78	1	406.995	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0		N/A		1	0.082522059	0.177964878	0.224	n/a	n/a	n/a	306.2116	0.510070768	Not in a Metro Area
H5970_807_0	2012	3	600.00004	380.9094	0.001346	0.903457	0.902240947	343.672	355.56	394.09	0	0	13.18	600.00004	600.00004	0.903457	0.903457	0	0		0	380.9094	344.1352	1	394.0854	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0		N/A		1	0.081377842	0.176888161	0.224	n/a	n/a	n/a	251.61292	0.419354839	n/a
H5970_808_0	2012	6	596.24893	726.8702	0.0013	0.865542	0.864416795	628.3188	549.18	635.32	79.14	52.76	0	596.24893	596.24893	0.865542	0.865542	0	0		0	726.8702	629.1367	1	635.3185	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.089062206	0.183705963	0.224	n/a	n/a	n/a	568.153431	0.952879582	Not in a Metro Area
H5970_809_0	2012	6	596.24893	726.8702	0.0013	0.981912	0.980635514	712.7947	659.82	672.85	52.97	35.31	0	596.24893	596.24893	0.981912	0.981912	0	0		0	726.8702	713.7226	1	672.8494	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.089062206	0.183705963	0.224	n/a	n/a	n/a	568.153431	0.952879582	Not in a Metro Area
H5970_810_0	2012	4	596.24893	726.8702	0.0013	0.865542	0.864416795	628.3188	549.18	635.32	79.14	52.76	0	596.24893	596.24893	0.865542	0.865542	0	0		0	726.8702	629.1367	1	635.3185	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.089062206	0.183705963	0.224	n/a	n/a	n/a	568.153431	0.952879582	Not in a Metro Area
H5970_811_0	2012	7	596.24893	345.0322	0.0013	0.865542	0.864416795	298.2517	301.24	348.49	0	0	3.46	596.24893	596.24893	0.865542	0.865542	0	0		0	345.0322	298.6399	1	348.4893	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0		N/A		1	0.089062206	0.183705963	0.224	n/a	n/a	n/a	568.153431	0.952879582	Not in a Metro Area
H5970_812_0	2012	4	596.24893	345.0322	0.0013	0.981912	0.980635514	338.3509	320.4	326.73	17.95	11.97	0	596.24893	596.24893	0.981912	0.981912	0	0		0	345.0322	338.7913	1	326.7269	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0		N/A		1	0.089062206	0.183705963	0.224	n/a	n/a	n/a	568.153431	0.952879582	Not in a Metro Area
H5970_813_0	2012	7	596.24893	345.0322	0.0013	0.865542	0.864416795	298.2517	301.24	348.49	0	0	3.46	596.24893	596.24893	0.865542	0.865542	0	0		0	345.0322	298.6399	1	348.4893	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0		N/A		1	0.089062206	0.183705963	0.224	n/a	n/a	n/a	568.153431	0.952879582	Not in a Metro Area
H5970_814_0	2012	4	600.00004	802.4516	0.0013	0.903457	0.902282506	724.0381	651.08	721.59	72.96	48.64	0	600.00004	600.00004	0.903457	0.903457	0	0		0	802.4516	724.9805	1	721.5922	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081377842	0.176888161	0.224	n/a	n/a	n/a	251.61292	0.419354839	n/a
H5970_815_0	2012	4	597.999896	726.9397	0.0013	0.865542	0.864416795	628.3789	549.17	635.31	79.21	52.81	0	597.999896	597.999896	0.865542	0.865542	0	0		0	726.9397	629.1968	1	635.307	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.08906281	0.183707649	0.224	n/a	n/a	n/a	569.404121	0.95218097	Not in a Metro Area
H5980_005_0	2012	6	3206	1031.5643	0	2.541880197	2.541880197	2622.1128	2525.63	993.61	96.48	70.75	0	3206	7.291887794	2.541880197	2.541880197	3198.708112	2.541880197		0	1031.5643	2622.1128	1	993.607	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.072493378	0.187127154	0.224	n/a	n/a	n/a	2269.875974	0.708008725	"Houston-Sugar Land-Baytown, TX"
H5980_006_0	2012	7	325	1002.5178	0	2.501464475	2.501464475	2507.7626	2132.12	852.35	375.64	275.47	0	325	210.9331476	2.479264261	2.501464475	114.0668524	2.54251725		0	1002.5178	2507.7626	1	852.3487	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.073095144	0.187549755	0.224	n/a	n/a	n/a	205	0.630769231	"Houston-Sugar Land-Baytown, TX"
H5980_007_0	2012	10	248	948.4861	0	2.517073595	2.517073595	2387.4093	2050.88	814.79	336.53	246.79	0	248	160.9582173	2.503314364	2.517073595	87.04178273	2.54251725		0	948.4861	2387.4093	1	814.7875	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.075267858	0.188631874	0.224	n/a	n/a	n/a	91	0.366935484	n/a
H5980_011_0	2012	9	634	941.6776	0	2.541880197	2.541880197	2393.6315	2289.18	900.59	104.45	76.6	0	634	1.442001516	2.262426168	2.541880197	632.5579985	2.54251725		0	941.6776	2393.6315	1	900.5853	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.075167164	0.18870893	0.224	n/a	n/a	n/a	228	0.359621451	n/a
H5985_001_0	2012	5	28614	812.2441	0.019677268	0.909308092	0.891415393	724.0469	597.78	670.6	126.27	84.18	0	28614	26650.84954	0.895560717	0.909308092	1963.15046	1.095936284		0	812.2441	738.5801	1	670.5965	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.083124721	0.13529546	0.224	n/a	n/a	n/a	28614	1	"Phoenix-Mesa-Glendale, AZ"
H5985_002_0	2012	4	33038.30371	813.3678	0.002270915	1.110330967	1.1078095	901.0565	822.22	742.2	78.84	52.56	0	33038.30371	585.0820677	0.943166601	1.110330967	32453.22164	1.113344686		0	813.3678	903.1074	1	742.2034	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.083124721	0.13529546	0.224	n/a	n/a	n/a	33038.30371	1	"Phoenix-Mesa-Glendale, AZ"
H5989_002_0	2012	7	4280	1027.3097	0	2.354662398	2.354662398	2418.9674	2263.87	961.44	155.1	113.74	0	4280	12	2.354662398	2.354662398	4268	2.354662398		0	1027.3097	2418.9674	1	961.4414	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.057907246	0.148513039	0.224	n/a	n/a	n/a	3850	0.89953271	"New York-White Plains-Wayne, NY-NJ"
H5989_008_0	2012	5	2342	1027.4037	0	1.930408213	1.930408213	1983.3085	1908.31	988.55	75	55	0	2342	0	1.930408213	1.930408213	2342	1.930408213		0	1027.4037	1983.3085	1	988.5526	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.057902097	0.148513554	0.224	n/a	n/a	n/a	2108	0.900085397	"New York-White Plains-Wayne, NY-NJ"
H5991_001_0	2012	9	56722	1066.796	0.004447302	1.026468732	1.021903716	1090.1628	917.82	898.15	172.34	123.51	0	56722	2097	1.026468732	1.026468732	54625	1.026468732		0	1066.796	1095.0328	1	898.1472	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.056986274	0.148606453	0.224	n/a	n/a	n/a	56722	1	"New York-White Plains-Wayne, NY-NJ"
H5991_002_0	2012	5	7923	1066.8485	0.005078451	1.023150266	1.017954248	1086.003	916.71	900.54	169.29	121.32	0	7923	5103	0.970982568	1.023150266	2820	1.117551599		0	1066.8485	1091.5464	1	900.5415	0.74	0.26	1	3.5		0.716666667	0.52532		N/A		0.47468	0.056986274	0.148606453	0.224	n/a	n/a	n/a	7923	1	"New York-White Plains-Wayne, NY-NJ"
H5992_005_0	2012	6	14573.21812	808.657	0.000256247	1.706368317	1.705931065	1379.5131	1330.62	780	48.89	35.85	0	14573.21812	299.3325319	1.706368317	1.706368317	14273.88559	1.706368317		0	808.657	1379.8667	1	779.9963	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.087033604	0.189934617	0.224	n/a	n/a	n/a	8842.042852	0.606732348	"Albany-Schenectady-Troy, NY"
H5992_006_0	2012	5	1887.126566	1062.3634	0	1.90274616	1.90274616	2021.408	1966	1033.24	55.41	40.63	0	1887.126566	0	1.90274616	1.90274616	1887.126566	1.90274616		0	1062.3634	2021.408	1	1033.2434	0.74	0.26	1	3	Low	0.733333333	0.52532		N/A		0.47468	0.056986274	0.148606453	0.224	n/a	n/a	n/a	1887.126566	1	"New York-White Plains-Wayne, NY-NJ"
H5995_001_0	2012	7	39120	835.0555	0.001891908	1.18355047	1.181311302	986.4605	915.3	774.82	71.16	47.44	0	39120	378.1478017	1.059532438	1.18355047	38741.8522	1.184760973		0	835.0555	988.3303	1	774.8169	0.74	0.26	1	3		0.666666667	0.52532		N/A		0.47468	0.082905047	0.127205581	0.224	n/a	n/a	n/a	39120	1	"Salem, OR"
H6169_001_0	2012	3	3922	831.78	0.0079	0.952249917	0.944727143	785.8052	705.97	747.27	79.84	53.23	0	3922	3922	0.952249917	0.952249917	0	0		0	831.78	792.0625	1	747.274	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.085024188	0.185560194	0.224	n/a	n/a	n/a	865.535467	0.220687268	n/a
H6169_011_0	2012	4	103976	831.78	0.0079	0.987785523	0.979982017	815.1295	763.47	779.07	51.66	34.44	0	103976	90505.74362	0.951405917	0.987785523	13470.25638	1.232217639		0	831.78	821.6203	1	779.0653	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.085024188	0.185560194	0.224	n/a	n/a	n/a	22946.17943	0.220687268	n/a
H6169_012_0	2012	4	26029	802.1423	0.0079	1.046904646	1.0386341	833.1324	811.94	781.74	21.19	14.13	0	26029	21612.27893	1.003196469	1.046904646	4416.721065	1.260781252		0	802.1423	839.7665	1	781.7382	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.082854738	0.183019009	0.224	n/a	n/a	n/a	8080.56695	0.310444771	n/a
H6169_013_0	2012	4	42220	819.2845	0.0079	1.045246069	1.036988625	849.5887	863.35	832.55	0	0	13.27	42220	38041.05304	1.014896573	1.045246069	4178.946955	1.321518247		0	819.2845	856.3539	1	832.5549	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081729249	0.186921176	0.224	n/a	n/a	n/a	8394.097149	0.198818028	n/a
H6169_015_0	2012	4	1972	799.5596	0.0079	1.144199857	1.135160678	907.6287	958.28	844.18	0	0	44.62	1972	1679.681546	1.083040359	1.144199857	292.3184544	1.495626455		0	799.5596	914.856	1	844.1801	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081883783	0.190164275	0.224	n/a	n/a	n/a	1427.792956	0.724032939	Not in a Metro Area
H6169_016_0	2012	5	5611	899.5414	0.006832835	1.070095999	1.06278421	956.0184	954.85	898.44	1.17	0.78	0	5611	5167.484537	1.031107121	1.070095999	443.5154628	1.52436297		0	899.5414	962.5957	1	898.442	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.07897126	0.179402509	0.224	n/a	n/a	n/a	1147.689892	0.204542843	n/a
H6169_021_0	2012	5	18226	831.78	0.0079	1.069186727	1.060740152	882.3025	802.82	756.85	79.48	52.99	0	18226	17696.9424	1.061197353	1.069186727	529.0576023	1.33643079		0	831.78	889.3282	1	756.8489	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.085024188	0.185560194	0.224	n/a	n/a	n/a	4022.246155	0.220687268	n/a
H6169_024_0	2012	4	6380	819.2845	0.0079	1.055405132	1.047067431	857.8461	864.05	825.21	0	0	5.93	6380	6191.201923	1.04767765	1.055405132	188.7980769	1.308810266		0	819.2845	864.677	1	825.2095	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081729249	0.186921176	0.224	n/a	n/a	n/a	1268.45902	0.198818028	n/a
H6169_031_0	2012	6	16923	831.78	0.0079	0.875141862	0.868228241	722.1749	675.61	778.15	46.56	31.04	0	16923	14833.53354	0.827424807	0.875141862	2089.466455	1.213894626		0	831.78	727.9255	1	778.1479	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.085024188	0.185560194	0.224	n/a	n/a	n/a	3734.690645	0.220687268	n/a
H6169_032_0	2012	6	17168	802.1423	0.0079	0.96700822	0.959368855	769.5504	764.64	797.02	4.91	3.27	0	17168	15234.90201	0.91870626	0.96700822	1933.097991	1.347679885		0	802.1423	775.6782	1	797.024	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.082854738	0.183019009	0.224	n/a	n/a	n/a	5329.715832	0.310444771	n/a
H6169_033_0	2012	8	34826	819.2845	0.0079	0.93992208	0.932496695	763.98	780.46	836.96	0	0	17.68	34826	32674.51464	0.920584039	0.93992208	2151.485361	1.233608059		0	819.2845	770.0635	1	836.9574	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081729249	0.186921176	0.224	n/a	n/a	n/a	6924.036649	0.198818028	n/a
H6169_035_0	2012	8	2316	799.5596	0.0079	1.113637237	1.104839503	883.3851	935.26	846.51	0	0	46.95	2316	2030.067782	1.085999986	1.113637237	285.9322183	1.309856793		0	799.5596	890.4194	1	846.5121	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081883783	0.190164275	0.224	n/a	n/a	n/a	1676.860286	0.724032939	Not in a Metro Area
H6169_036_0	2012	9	7916	899.5414	0.00810273	1.066922649	1.058277663	951.9646	975.97	922.22	0	0	22.68	7916	6889.07744	1.038706212	1.066922649	1026.92256	1.256211724		0	899.5414	959.7411	1	922.2249	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.07897126	0.179402509	0.224	n/a	n/a	n/a	1619.161145	0.204542843	n/a
H6169_050_0	2012	3	3675	802.1423	0.0079	0.968262599	0.960613324	770.5486	733.02	763.07	37.53	25.02	0	3675	3675	0.968262599	0.968262599	0	0		0	802.1423	776.6844	1	763.075	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.082854738	0.183019009	0.224	n/a	n/a	n/a	1140.884534	0.310444771	n/a
H6169_051_0	2012	3	3675	819.2845	0.0079	0.977465463	0.969743486	794.4958	792.37	817.09	2.13	1.42	0	3675	3675	0.977465463	0.977465463	0	0		0	819.2845	800.8223	1	817.0924	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081729249	0.186921176	0.224	n/a	n/a	n/a	730.6562535	0.198818028	n/a
H6169_052_0	2012	3	3675	799.5596	0.0079	1.084659778	1.076090965	860.3989	892.09	829.01	0	0	29.45	3675	3675	1.084659778	1.084659778	0	0		0	799.5596	867.2502	1	829.0098	0.74	0.26	1	3	New contract under existing parent org	0.666666667	0.52532		N/A		0.47468	0.081883783	0.190164275	0.224	n/a	n/a	n/a	2660.82105	0.724032939	Not in a Metro Area
